N,E
1109141906329,637657872577
914134998717,718946559814,37926833
641847105625,324161336936,49975921
586198029734,402503552443,38993728
994287014072,699481667538,35967519
714874244623,359088182743,50084599
873464483914,1090231437820,36600737
380303376766,80016495553,39074037
95969302971,285009037401,40694579
823445908825,91550903700,30599119
378551791875,599269929126,37349239
996653856905,591975634269,35321519
775769464659,246787353910,30385329
894745698614,868451248222,105951709
809480609185,395821092347,38732331
407037461611,173295408869,60785237
1094029366002,121340996531,49824802
118853624208,376419655296,16208186
396640694874,129383302128,18799783
392371556565,724581292961,23802879
978244235000,371143228286,21317916
907614997264,395774865865,33673989
928897987228,1006216273305,42029692
949991495148,672357328436,81531274
737990392342,484758216306,32614105
207524518119,73608627823,58370118
634152397980,913666668516,48421658
263494897756,318750430422,29558764
1038368702956,948915866051,45745644
640463541188,56260698409,49236470
768798572793,57968302186,52856453
1056624819554,855967292276,49896558
1056428026802,977463377764,32661157
724894359630,720849784356,58080358
595447174582,1104277703831,57112764
661397187284,202017869197,41856375
619318417418,747677620708,31426609
897391259793,270021056539,39543694
1024320050287,207109463730,37619234
569069041496,282065744202,34321416
543987961568,1079553239405,47036896
80210046006,1094837295415,32812278
250338671899,385260730371,46075519
72953923858,871504630099,46514048
290895753146,620968238226,73024771
894481337616,329225875146,43728588
491211197038,865682289309,57189777
775821823320,309193525570,36280481
1034226687180,1071173232689,32881784
909070007918,300559880801,35297435
1025606027898,852657321627,61989749
906274058587,625644978634,61912201
695000237123,807904316032,33666033
114848635541,502235523686,42301435
998553275431,779497898242,72548806
731865885730,174130924747,43460124
833119980172,544232496129,60737346
847435923696,307994367588,55323243
773312914946,362797624086,41035497
1011280233867,842832645486,32671836
815624816871,28190046680,44231319
1087168860835,904842302338,56325934
854195212753,135657832904,44582084
640374876997,412264666678,42372045
632443090721,925578655165,42278883
813685680176,893018337510,44724369
918351841860,342521304392,39197307
958498394419,172885296247,80596110
187525172464,131499505119,36098100
400903777096,769360890474,73235051
141687607800,746412368875,40730725
391106981785,143620355052,44679908
374444169711,520347219013,38785855
332516739104,351646563332,34025982
84716467551,603619223968,19335284
903279767726,496444939863,23686230
40113850759,233740401244,33425386
451825657937,1044976727356,24286642
965224759590,770693758485,28979490
387499939714,534950598497,18617361
800495827135,582393662372,36226241
953890606857,364466000951,34830950
473290932075,820779564633,92476526
529380529199,65715164433,56099962
386602143865,974311892513,92236874
370250384247,799005126766,59383657
541625512900,295052974067,65207467
225392842240,1075276450666,43055609
134401451899,1095579969001,44616814
815816143487,349370876423,41837353
348685652805,879725693424,37247683
170546718133,553617964472,54309183
896761189628,189241650560,48583381
902417322490,738635378672,33604982
1016238532392,291400992409,38645554
1086166432890,663180489796,23464394
553164693723,525570365691,35450251
817976114778,432723466698,25853991
1102337094269,727683744438,26250068
581094065197,857465903748,26722812
538993636826,243196296370,21211481
194295638280,278556194796,21329606
702631188402,1030529606459,26589167
358862378119,176161429448,29248970
489816042145,1027380227830,68125203
471745941960,41001429838,32780263
87694937491,693761925718,37771930
586101760154,31947818415,24595015
163244238182,1025435994361,32868218
149121686891,168546410344,27110407
812403272580,210531710938,27215503
330953855275,1029224469996,42025364
74417311928,482935015489,39232737
550535724205,1040770934007,42463605
961710059547,1096284851067,26559090
689449579415,581207842117,20732689
421610276016,1026160235322,27549221
54872881023,1080276521122,20159864
566169950098,477126362885,26822566
765944149297,88838114975,23921358
762335612058,69855075730,31408480
783176839033,1101550903427,40671576
661216346443,553176903543,58848353
235625501547,163899396496,105534562
1055682534845,1102520210250,118187937
191525553340,128960902063,43054910
642399198793,201164710138,66036098
142050351197,492339200468,85799444
499804851673,866334101497,67038514
914479053180,224633798922,130106983
531284103518,762979259166,102683553
942696861802,488746918751,75911012
692764128735,910634743166,82222663
782822951115,856663110873,127701603
350160758847,125202856949,34136002
992049653178,651220003091,40988217
804161966849,550285502694,35982832
557298614907,738356268944,30012391
121817795788,94320542544,40666233
822370687654,721743353540,28303806
372773069927,410882555974,39030196
670784864950,651115919793,33133868
1001883865034,282412879107,36343105
172403605221,202374071344,31362562
556176718487,212336615261,26047417
667125576350,663491899396,30281951
438885928339,844973190909,92848155
239489806367,281184310414,41256435
434438056521,927637817335,67657420
725380529838,1100835550803,74493572
572523906114,557854126698,32549112
579636058574,1060785195405,36532021
115232747351,1033137388236,33457538
971223590620,579048955236,35982806
121463443588,149068545536,29787993
265758933375,729339564146,28112053
25401001791,1009048187715,37871176
954133152237,897836741450,48297405
887975676629,667079657735,36916361
717071495410,559541921204,27985327
590306681740,633444691297,36846617
1013978260171,729662607104,34023206
42509019209,643518254221,35877040
854899297281,553282938712,37536858
886436822027,899525955035,43304342
848683107099,11160637865,36993379
184741045040,299495714571,52188285
859007037846,1031447533912,39605022
231736973053,746554548108,34005186
968344269966,655210080083,39783983
478274954623,386224054487,41085816
683256672974,68929768270,42954100
635120450027,932309958269,38076980
623657453256,846116507789,36341006
156926981993,711794600451,31725841
100943265878,583830642306,38259490
749003688463,188033727713,31258273
1046266095662,972575249814,30986808
531500975215,128953527086,36128216
68404881039,526940579631,37270364
374691185230,316903802637,37888528
1041853848653,687593806909,40094395
972236057364,786913140505,36431650
196171226466,624332129803,34938384
974920181213,522538765900,31552961
877818576749,692260511038,43706261
1076379443858,1099585913954,34414723
618804278292,283233101067,46396974
731129984508,149431892953,27620049
680932006959,228068523291,27894270
450270341537,1105342707210,36259978
102878072003,230847880436,46512852
563800315787,415730035567,50509699
689453537004,1012394202588,35489380
330949483913,759321285717,29073165
735993075429,876523422987,28494787
584851307390,524229077116,37463713
768187997683,744571778151,45260312
240933380511,910923414149,28789013
170878032753,33619331724,40500731
374499922782,641494371013,26050997
147399162069,757216279889,28651681
872757395134,479667680573,38811242
1027404762979,220009791795,44705031
1056110140075,130114101640,35191556
70783591852,21794682326,42889610
540535134181,165695193093,28789719
1000320050592,55944960089,52577994
110449561166,1007026404558,47060954
762482858271,87145838099,57356047
698365518596,693533939990,23288993
311225980783,576365687239,19469944
203626554753,236400498903,22240079
16887275762,226850441399,33143797
14067923330,303256205412,28512377
43466968594,663319006398,52534243
138501220345,490576552133,51198398
473167602533,385290921896,35955804
691699365312,466304458964,24367429
74840059955,80951217394,39246087
210144673890,907785748852,29845709
989169590468,978072317148,33317744
499511998874,82154966822,38151154
516195462227,950640211094,34167412
1086144938889,244098154353,41089253
36908460633,804214471214,32319757
88392717774,225540290342,33812458
918002458746,288785766668,36981521
809346173184,821752512825,39889938
611975909947,753064518200,41476670
1074926816170,33745864168,30033732
1090282773301,855069899388,40582376
608780681160,146624137257,36834173
420489324792,514796082978,32759915
32587994119,764547167925,51547199
945409686006,599244852552,41772038
618311751941,291045280390,47048563
888152550160,334116199703,41982238
140151656865,576531117569,40547822
734755445536,150634700509,39544783
959804420559,78388289693,30023953
2895534161,292126543963,34113450
28926062256,1139028519,36985032
252540828480,1006036082074,33371673
718176798836,687856858051,51247790
874555910626,1029441352444,33254533
975159607854,409783443750,52984826
77548920978,817173061093,45092396
709040901071,106308794986,25258411
682744055213,4965007627,37339421
386761465896,302307732585,30108109
1052823088212,1066291891918,31951696
578698281966,983424494308,39712528
403558995169,99912016322,29886764
45831378948,903682694483,30382518
679137511365,189665327713,54714592
872660129313,1016797818820,34862637
506499918554,912232673201,29468241
509042541575,422687835735,25629824
919301848967,867750614508,28578923
545536842341,696425045839,34668086
536416121020,729277228376,30448410
238450511660,1048823667582,30223550
392196125094,319930359808,13622651
752800301962,426607323272,48154194
689083061960,425387509314,42916719
494015545210,657384837687,61687637
530037573929,272285471408,44123650
706967399704,271164770647,25197468
44508313877,540978856991,33731332
689126738694,920130408250,23080327
488540202483,576902599108,36642726
507878939482,856048284261,53387066
989271881881,683380498640,62486386
967171842465,56582195914,51546732
993321855806,373025972013,35077970
1002415819904,821064659989,38430016
551190518796,734708101390,35192262
1032217776217,1016230734578,43790864
130640024219,904475831673,43002249
817639831579,664436632141,48763141
640245473353,221902918510,51612638
895393158821,202104362470,41183059
587148506433,411073901419,53968118
490196830295,856467639916,31027410
732922281922,917747609098,28718415
91753589283,172408501600,58398940
256254514052,14302309322,29513583
933390200615,914006587752,35329512
211301558087,1024861671741,34374099
331427536389,909205680185,48960689
52405693647,283410599759,43076818
127430536868,600821289714,33233531
43173461229,1096286656847,31731390
465629555434,633944040118,36918947
858829296460,193375687538,70169137
236643998134,699444890509,44137470
655057575355,332341752064,38895095
462702867897,1054379333917,46492965
892551604122,690936338296,44636602
300890384974,167942492032,46178877
709434424737,148673547181,33824080
407810686001,354496803670,40256927
343537894555,255861012242,37354331
31653564347,444895327743,46099733
495717870090,577410198461,63478020
896470861334,403946561116,78186582
600929029991,267339839316,55019219
510820886464,504743329337,30054741
388189038770,788450814834,27303892
906394062440,113992968328,54899950
973536613889,1014751325802,62278889
184866097957,8627952412,43483084
42129635364,344298207619,72424883
743233039560,107546225858,64113526
170157950034,673998427683,48919864
596712429231,1075638816731,28310112
211032777471,388575330855,62104596
781978705833,883140986064,36437129
152296115638,88151733128,86138641
896262925066,489584562519,52387020
26906026378,510539057911,34079139
217283851693,281354222231,30216444
23342098778,218075440414,42371578
897817276127,514171711197,43771975
335362531916,646257923881,71947570
1102708138046,787381732816,39062584
620456004205,203854267364,34522203
81234818878,1030333901448,37218277
924074993862,778903825546,33032118
310533071880,454267452095,44456254
875468776104,85599023100,37188396
1003274658629,99698002671,52519390
60362090251,483986487256,34774071
561461882900,562214415696,44781437
376790751549,580798640643,75227981
447354451549,681215002945,64878455
331851421563,105544276296,101215417
268644860362,715540699510,32332176
781243675922,486716314650,40245494
470132604996,292646834276,14998064
756018833987,924347435354,53519064
70867107109,779788310319,33287640
283126530206,1007918349611,49984772
555985894513,78372529195,30500231
834553711203,530870748560,19863820
764862204026,88492270887,31528823
460812941763,801613142349,30864239
644777129775,776075629192,26665854
764606391950,114450103540,30256997
650061455444,581913214726,37243624
945445762815,630469106327,39545128
247638536834,49630635154,68400365
167799501942,95991167402,40044670
220049146407,662309056323,52176210
508982352037,431196558464,32390548
255249695737,956956508600,38735189
161374818172,420042108803,44430016
389885379225,250294550150,44562964
282405254854,360997776023,73337951
781849015811,963846810418,69823517
994097039341,507516456537,26625212
861563527866,512579528536,44579855
777487640557,929216396557,44679050
938892888301,56328493026,45567229
646534585138,237559496895,47328303
912371489443,488962818078,46337210
103879033530,235924633529,42761381
939874476295,269282692036,49286696
676500145535,549646647208,47008087
477779572455,662099387122,57601666
489780636510,54985495456,55768273
624568930311,553128578972,37225593
39390475936,49934178346,44915161
544121990835,850511793351,41954813
742257406975,262122811077,31295299
225320580362,905047947960,27859194
1003873954377,186473651844,52846502
84995116423,382792131533,44149503
522713059933,893534806341,49129235
479008854240,1670739591,40804641
791613140992,832541543057,39994445
484435958884,408368782489,38319958
145194527042,603978787071,32702598
677734264313,901310506149,33763263
470327455892,715488554427,39283729
563185382766,572606852081,33642176
414445478055,955595132581,41700523
265964981434,54968786558,52723249
255912873853,1006675676951,41925281
866344844853,360004611410,40369580
30845630984,1038924148689,29120062
764443458304,997232535795,100212351
435505530487,202192564897,66199176
539778073621,252069300832,78251683
25835820213,586956979107,48610937
378930868095,601101155207,34728337
257089521378,218061680636,58965648
1077173958956,207040570450,61488687
458030941342,98616076467,37323235
198256483136,591429710953,38162788
663124454335,137420785760,37506526
730531084252,547307241845,98495193
707834609297,302665180286,56111060
503158239580,350802883201,59826079
235731496899,603906903524,36392024
719171731086,725620474252,77204159
784958121450,1058313720941,52833404
1042400332009,900171394961,55731714
863217516548,1100660811878,39575273
420790299246,599726359731,40579873
597991961202,855458053342,33791368
678728751168,459742545966,63567616
756780804234,850906945021,43299861
1071172114837,176616920118,61992421
926815495595,939314335891,51487521
1051029580098,678954582356,44820098
639654353223,312004712076,46430858
1107241487579,425774065863,45087126
883146829781,201301739991,56225507
664373334803,904829605423,44281121
989720371473,181056449690,32036114
729542872233,751596592536,46790900
384738710683,382752526641,70373668
466478090579,1024219762418,38030010
1027235724969,717835386492,34097744
1104954020153,934356065054,33423678
840773730701,589864767088,39061409
260763897978,70508651811,41883891
412975437976,293748979417,50492279
236485653123,809246497632,44645330
922062462784,1090683573816,97937585
108864680443,1033480361542,76963289
940294429885,88523963563,103201104
705348442127,770610035977,53654276
433489431381,765506211246,32611911
543352021227,486325048260,47165480
356493751039,121287890685,52041430
1076610729116,384289560182,32529556
251496488965,584257588407,31119589
603947369150,819432851426,35325788
469623112282,937914247714,33878703
1016146412064,496851902108,29671555
1031128469506,710816617182,37033785
819985521273,771940388526,31880729
427472263290,690564378984,23259035
950220260267,125965028566,28419782
579506266539,450954362202,29426712
378923261722,356282484215,39181483
541289679792,940462803160,30365843
938988849970,121359748682,42190650
430491523192,33551918698,57883889
673011228420,1071922788560,60188410
229794562590,230792459431,30665315
493883702642,849908732740,39956421
1015758539465,692971254525,78195202
98179258928,850758791722,35056192
132318516570,7451391913,35622649
57093201137,965926258998,118921263
77657709661,630631527021,92459637
264947110591,948672370927,47814601
1092347059947,522188307642,64331300
542295399933,589968407506,60991276
805859838197,942467604119,58850402
589282735442,233777770300,55022016
1033809342176,131884188646,33575134
959437075674,824951399068,36457765
244665441531,905212106730,36891247
582312591790,154254333908,42339349
222266530478,989889181128,40553089
48299893436,500821616542,115310727
80689446005,94687905821,130063775
1021823410683,639148774752,249600776
597468811095,795295597571,52628339
968313287550,553502453768,56788145
281496860801,988558630987,33812172
1051391686547,306303459230,149496736
660549931583,153563863685,58970504
1073940740385,347910545856,68058616
7299562331,1032426242225,32227588
433140995488,1092964964787,32802312
1025860861611,804113265278,32890173
851145688889,394538563155,45930607
932895107348,940457602351,33989528
810602947889,426207798175,37477992
489196477608,460395926124,41629889
737391837908,130908523207,31116642
833357088960,696023790226,51279759
1047679525325,287975370518,34053033
970557170367,525540111963,48892256
1095463285463,106857540605,40148085
165994154226,459988706222,30260722
396934401924,227551960573,46008340
885446224892,1080434595333,34555279
654943470866,28298693606,35535514
52588238610,609712225104,41560881
363701136211,58152053965,35404831
702774808087,302277570809,42474059
666073964799,135666790534,26423480
298052891351,545411351105,58529871
1060963560148,134219146414,80110744
202782517115,119373778933,62052752
93476431685,82164706268,33526373
635138856247,20867327975,41120622
136563803841,636878577425,42983455
934392747188,899228256318,35532850
388391422827,234878997600,48960275
1085764767563,962740229982,35221149
330397263602,931190143475,45313867
764303788077,55802075517,32770047
592586116948,1070716567420,47027340
241670400783,338361337511,35990869
777627214612,66175977083,33990101
78081350221,409663506870,71805877
1095118674275,600833183691,104311615
830367676502,513645393447,59815331
827355461964,525691307488,81592826
792211114930,1010409020337,56332155
28295736191,44624216501,39112939
467976694780,997672548624,37738896
393554577570,891907604273,41646425
696089534760,538338543498,46664206
167766896364,341958049278,52063194
451998266743,272822322882,36211383
785374603,667143391172,38646544
884002108744,929365388893,36009853
754349950766,312455364370,44188994
1040948661040,584822653727,33161021
890231526768,1077491289214,50858431
482707361301,901656473220,45931866
277994545051,176172544225,62343853
1080105704930,219078112180,51553505
326898448053,1091481840601,100510225
668833257214,229284316276,80250420
984330324356,234610681763,35157961
668756741209,586338352816,59815234
45488400240,729456347974,48804352
746414602198,737154409041,61707420
911843921433,591995524333,26413005
921186969302,560534421896,27517140
518115578144,481005858559,21401866
80275078340,389731194165,39251831
1076174630973,1035495351796,29236982
371033653,431293011376,24875475
524065693444,477943494212,43213493
282182760644,732325900366,38528119
66501246822,758056629124,28725387
463883735698,503204378987,31417846
101728873850,236246774331,20013508
451027529074,32914454843,30889268
840865613741,355279634177,26797180
697004170472,121890856874,19487113
216254761255,833613647366,36537162
63445892026,506376309856,26237024
443066474385,178366957948,18595561
1099342638961,817712236277,62495702
98760401356,231327528207,46205715
209818538894,637903945184,35577799
346153169847,653044510461,35915159
420430218761,329986143834,36663146
347553093433,1076897137243,38033024
260306691899,693628484432,43331722
1037848559812,179511107145,41434998
429479786981,742615117364,39212513
290489888004,134907467647,34735100
897302651597,657782698791,38990203
880229314184,614268187237,53559862
206213593454,68190898759,81396423
302073432452,742610571601,57619224
699265172525,137175703333,52496286
560948117391,1104061286758,50702150
806363978395,1046595378076,63649159
485799896607,703529142686,59514317
787404521706,799500775434,65270965
478058017824,1018858752667,48193800
159341157448,785291457399,36664297
190900740410,136148759998,53323300
340447536728,94111375195,43374066
972252710324,147034553741,41971538
539764905238,253254054184,53883691
840198510311,403160102376,58468121
1089342809984,435654835706,38974866
941262661563,296165419062,46213165
