N,E
1109141906329,72498941
803493447068,996669148093,78651848
570499828575,900333000138,68967557
43294874808,234756131440,83873751
581139352874,629783278145,86218935
748879990505,834322984716,117178496
648275379039,411236723259,194226315
2798344060,1061828509281,82555179
452286787423,496806098445,69249877
379827365994,383732013002,53954490
493072971701,944511488185,37664498
1003771685881,702199457649,36970396
437869383966,440431473284,65282528
872214513977,942009052831,233014257
138773391434,1069400761958,96835811
623934332191,138468464090,82230218
878333592594,415601770328,88989800
262758014772,761606492897,143563333
1037979032080,516415287542,144307291
404169308821,265275998428,89132769
243217886473,563906246894,84707495
311019112610,254493742239,105326794
371453331895,1025037555206,178911797
502071310824,13655770710,125959057
1043580101304,356035469903,83804598
364325724197,160195365238,78655311
704075337523,708402160784,73814492
641124384132,180563439722,77556013
569252324598,382152622765,76624221
714790239961,276744535643,160189058
976005356726,657447130866,78633972
976838552748,223098003163,252989661
417845376393,677273579759,95400770
968400809264,1057514094434,237405179
144780230490,702010988219,81787335
823131717352,45862978121,60272053
705153528915,38971332636,65117258
110016479947,35001714779,67877028
509970562636,720538275672,82131691
939367616176,268969279404,63538056
611161766530,438033135075,63387843
922487586748,466135166027,52971239
904557331367,476436634989,54760764
731848196525,973904056867,50707993
548981714272,391258770217,53958721
806938008393,430870445292,62684342
90477778717,1079089098869,60555940
803881241326,826201598119,60275588
455499720870,576927016429,65573103
244790011863,631472308861,51889948
1621737912,811759939666,74254782
389362261669,838290172338,73767746
211674426935,158433100905,63487393
198047949620,57217935221,68518206
746720822326,427958963856,69465071
186843782040,509619763651,67429270
1036508703553,999505906008,74261449
959718298129,399074072512,102284689
1077118522807,476334600146,113910378
610201511480,147432032051,88885698
459697631359,28744322190,236841618
836738797849,619702359196,67050724
573087121912,880049432877,141279434
556155375013,649655950878,158836094
80408478973,791021462443,398020772
579770493448,458430615603,262119396
713708366338,211956931649,126799203
292041159687,655548664720,213350375
553817461813,191586188627,260699963
575975947004,726039747886,140510462
776216666407,705724423885,256706452
587232110925,1096661339881,306447395
438130917880,1103866889423,126664455
848525278197,225064314704,44671056
1006475313425,338298634359,47090663
279594615834,327941841179,57255228
965892397979,5419220131,50271018
408198170080,197344263724,57374706
2591273150,819747246680,54294090
243717323122,213635380413,54471897
187999288381,332189899238,66542438
1064397160111,1051336865582,59463266
869950608364,876288702078,90152599
35220624982,198415128601,182791951
150394309107,1034183297705,94774244
221568173573,1093181664001,93407600
925625075303,843903284566,92350033
127166554480,578430349143,69954523
678961672297,986780198735,72512242
308613168957,829254005190,66224775
700038439504,922767661217,66522333
652450797307,475653071949,71481821
1032282834478,14787366411,60853878
50610442825,940349920498,75214416
464972115540,247015158639,73407281
472343409325,215988069837,62995159
1013383078560,479748198092,84299697
312559362090,32857730815,72073566
1083490922091,459321301937,59222868
578770585698,491391793187,64097536
653344688481,1060628915885,62449358
1095989368088,623679236504,105701857
748018571597,441257692966,113112087
717978209951,1005124105308,98573610
1000807010480,81008700151,74683422
409774239729,624217109510,56010445
1036786420394,95964928381,60557825
198498858446,48635359659,68298061
634750765601,229852299504,81848187
639267453353,1001037323863,70154390
1037407850193,746690798276,59856473
233896238237,428269688368,55635260
153661173438,755839853165,58022040
205992304898,242567053850,72294499
490253064091,37080584412,66258223
78441578972,670273618539,63208876
113528982417,797691073067,62521859
869014285544,25344048966,62436133
369736916600,509643381213,64842346
614729361835,53892716798,37888307
966230807945,156385172431,46453773
232749005709,76325744953,53325256
310188458569,9166220518,59174224
484666128814,448215393020,45729811
8118469906,353655959561,43436288
717453745353,975742663547,64002337
502391024407,138041403940,56909382
773678161835,1042895107961,72191744
911973618334,837004371914,143383458
229443225014,451991321284,189445035
359421147534,91637726959,106541757
1061408851074,1103112896634,63861360
152566680854,595079457305,114449579
932371733838,257459015085,153816692
118456062667,670971582842,73026744
2974499399,712844719722,57379981
286690459862,1107501773124,127081959
6795796485,1020050225675,91329120
431843686740,92939994103,71281465
77436669497,716024632916,69629888
171272755892,247359894670,179717185
507140136163,391108673126,94984749
60562344299,976049905980,139345681
497640111701,30239718067,91804161
720254561824,471705613030,64415880
528299565821,446179295346,82565983
608610485073,291619329495,62281674
144790774257,157484123003,59628370
503824773930,669809948804,65674528
531352109609,198954360320,79685671
69353080554,7881635102,62676605
710895440295,1009042332158,57024435
856583898123,439292074196,53146735
68938320439,804317377371,80527181
137736289522,952072497629,75919309
566249186841,566557674438,114754252
975621655801,340175155130,73598497
1036929797259,605511774419,69399570
705983373470,994705961449,88083895
312085284965,1076987170425,56811443
309365717776,112244297853,66815980
731760968885,499437021052,77058676
459286634924,521828886000,65615003
993925150839,469330621437,79336413
420418464750,620976554938,71783279
462316737949,155170308926,61057796
929707919574,963848312771,76896368
269102589284,129573699567,46917636
201894856818,508153089590,66955629
1091877765953,853225389812,71003057
746758960789,697035401305,68149791
40626541081,343642667028,71142614
309118447980,1076141847948,68640454
1030125263532,1090773492896,75264537
765760307867,255272426349,59181645
139795326908,34697031205,62318156
137469102390,167327753575,57714846
800664608324,746154874688,65807399
478832671887,617121314497,72929372
1007755053302,701433390462,61227653
102804655671,903060823965,60085884
639424746727,40296155883,58022748
116251340330,469810847266,64731254
519973953376,837299492423,66222930
469225454707,93240347901,67575881
946283629054,346364559657,56342896
554521725958,632240682986,54896723
218352708024,916417117161,70397632
1099688606191,1058618134518,68982418
124107953106,674874854816,106458025
583869414296,111310382196,151263404
947709225625,682755604663,136413931
285226996473,40261929190,157121669
495853714586,142817643434,84672028
898243888296,257036820041,96089127
1055897845331,167394035808,98403549
901847993953,590840912787,60364284
686107093438,383289081482,96587959
409368306853,835069595137,93470960
80824052427,1017669999308,96215512
949606729365,929551243979,223289413
968286354828,102898820270,148520003
405490101867,966252829626,81721298
724884640278,366089341655,68841880
75775520634,390636763525,81434577
806290875275,413378103727,65785236
691720012000,974164054039,83574745
875635606420,743764444897,59318971
458510220891,975068764820,97108450
925155526465,505019087421,205289105
120869144359,696946548333,166849836
1061052068044,318315924162,136399068
192895925742,502364251874,199154169
986639621645,802611326550,113178996
565284412848,451273890276,98292310
647221579869,406570908830,128556387
1077150889296,1015670361986,178878175
49815077082,1010967396379,105532764
697401759491,36588893993,77719908
873734245886,219669227897,71070204
1018846225177,58085616604,65794204
121730452785,890684809406,66587853
314837314535,929248184914,98534782
781681086994,776281753249,145951350
568671768284,236582496765,67382168
629064394281,372608632128,62459731
1060415194741,762189822672,52232195
1004006215634,932449298426,61760035
146777986717,121658770725,67906731
169690423203,758630246682,63168814
204772445078,190767334574,55488382
755236576042,697242315967,58762052
91406927178,637829845820,77337790
539286412978,808154176832,63034947
990592630626,10233131497,59164270
500920470631,564109393779,58322037
357676815261,112885602516,55910596
165031254340,146177688902,64417692
735988172385,598687108997,39703160
814671886328,742754757967,54096244
686413481431,66295427159,52205276
997471917660,210102291049,45506168
791992025619,487222336241,78725688
265932403195,899681497546,84310103
630541425241,804317507045,64072753
962770555088,1063249111679,65916807
721295066478,267969413011,103771489
195394419716,216659118034,73443751
1086514673653,700174702929,67921957
332455608093,1087384908316,70646506
1089353703221,330937190533,67478087
167167545,659707095764,60011021
750911024036,749835761290,70064326
1057345586707,817377159635,68103706
981832446600,491295666307,124112188
695385849534,897146577588,137990184
809717080271,639529267950,135346034
182182704268,1037594312653,64902091
190317422468,419210451808,67085419
835206339866,927176121970,60145323
787148833806,221401455517,55104776
649649287448,609552010125,123604583
331862343450,350279090365,171708313
342243074004,674809020841,66381389
460471451629,231152338031,35854401
356359475404,1053542827829,45017704
896154102462,1052142211364,93820953
584798895690,676170107961,69213264
314733299069,1086890263060,94553729
823379157566,342311600568,47319494
92471875962,874844462755,99503726
716401984584,894956338690,101208221
1022699834861,363703392536,308161849
332553204784,345574978240,80301076
961990711948,171179265730,129250497
306043574525,132578270939,127209188
98866027358,593546247814,67177716
887439467510,155356761992,75343914
1000273569668,543303536358,112794002
985201621671,96308026445,113401421
113410513561,1041193938605,111719884
611131843234,521314873608,101321841
453568249998,373166544624,63333619
1020915177792,1011089401823,84326324
681001229938,719857832114,77488384
349583530009,785422081153,96093756
450771198932,65625192809,74735847
1037871663998,504821229285,121179077
198047312345,1034106910913,99666363
456797921020,40439225219,79224692
1103638006575,825612924188,88559665
713992796332,307044221026,144028240
935068405350,33791610576,74943382
609660745766,859569672469,66685747
549227827109,391234664240,92033543
408519953889,1036468420819,101412265
1036586492881,704227366439,75575321
846728296956,265172462717,151785379
355485619570,778854183123,40769048
981231947992,694334794642,53151736
728201831261,1008046400951,58722033
1093477766159,592022189229,67511201
462057424340,1015404070292,69180502
147704762069,930240046710,164310260
545620552177,1025020857388,275504446
903578910655,156589673455,90712887
958424468550,787743049304,71767441
820656432363,603570154409,76641633
818052194160,690348233684,78457864
741026007702,337509704620,79902422
848337945061,322182201606,51125104
1000556809028,782826364060,46489657
817097861306,674338975813,54628259
829474204042,1102327613352,47039393
139537711921,139287687047,58913952
949464813977,913590067560,43689868
55770117,672083501514,33660820
242501954501,81227396231,71471927
664217828769,604420543215,73634349
435620745150,1090302469968,55478267
105652169559,1035606753869,57466232
1002532100042,542519135594,60089803
125297305810,478928855206,63147566
295234768967,572963374390,38611343
184555445432,600603831465,72719965
769256904946,1059229773097,66160732
710950674953,307693504650,66968424
644944160245,671575929521,55139162
524503079736,113872400386,64989664
482394988683,184449108522,71268447
444718545763,177223208098,61854114
1090728172969,183537650838,62682502
111726404144,298750000819,67875048
381378255633,153610113127,77556558
32509021251,190918346681,58093135
224033262536,94564412741,146098629
7439982326,956079222746,79089323
245911463370,550000001657,67539763
412921252463,18251332916,129447584
237694800621,609500332800,112536656
475663782746,1075862436662,191940148
1008998632252,411657221681,211401438
646126665879,1000555202271,91903355
743743112763,676090469910,82419259
778923735079,643566528483,99979353
749755344492,5483808228,105481861
998347428203,1056238896422,156764789
253896339184,1021818322681,67585085
888824698992,867336780704,189813198
459080677028,107674946008,115781966
256550232607,944464294390,61012212
734143099930,939687621853,127669752
793941196984,330912805568,179901929
922777789885,901100092917,95183083
288849132356,1100595905603,110120224
1075627991417,173555594928,110149012
547373047906,272560630606,89550403
335829676783,1044391713421,114238916
258538711002,483587152211,100362693
275304650217,252014115680,29127026
67932566583,1013049424362,54259506
418910469833,768461982426,46215842
213082645093,145008947255,38556661
650196916945,744879988093,61917509
468589110599,684587703869,56089258
963328495796,690620958368,56733606
556625302331,305882281265,58668469
1027471155797,874336548251,67526212
784303205502,559656229106,76881391
1062951439215,327159777205,78431875
791232934074,955566212345,62977249
695289696419,349977372568,34363563
679579654459,587275005889,51761731
644354625891,626288326,98158111
514275773569,992186496361,100013369
912573711772,571327047510,80295261
347255979373,916771084841,39543167
870193407027,59050848172,39581115
231078303327,235491010914,38087009
460566631514,1029484745607,39122915
211018912086,15407025785,45135080
985585646606,441173549205,37954623
736083534764,1058330512813,45055258
996213277849,657254650617,44996482
680505514682,742297600832,30995140
943966904401,139802879798,73907101
171863259748,930080781436,75475928
555542998082,459973679962,69340427
330190179808,534726467707,35838419
773895614991,884662393034,45188766
159654103666,525509053194,42112121
100494160041,586676299773,59300968
906290129585,141600241756,53378757
68603493363,594453663812,51980082
178651085394,200330248609,58588941
379552851185,585558060781,58989325
832675295584,364786172047,78537722
1046642797349,146145148468,42916703
797863681687,271399562560,23920308
916513871827,868099941274,29020466
853602198570,503790697837,35617127
498862546107,410847260887,42633204
52548488694,652012381883,40068627
755060034743,46722218843,70818504
671740134604,61474361836,46380442
547864581767,671177438747,37815317
634092434156,305471804622,32993216
609982708958,266343816908,37991309
811732132166,774646970845,124428728
180145053219,165731620127,194918355
167472936105,700262393240,72881851
86038920231,671701445845,72205547
226039176403,668021963786,142639558
1031741864737,591037798846,69831274
262562265797,745551674766,85967287
469118975933,110539702135,93535470
65744440687,1086634587710,79937983
83715171244,729258740375,67598110
577365951206,698294405714,41102308
120890917094,126634343447,45809047
54458246514,86750188970,33394000
274419791704,1045511843276,41348519
645667311498,976949922951,118373137
723454464177,83352943452,104033588
860448549473,195138474996,117745407
274206180924,146088593622,92092740
99754980373,917165703310,90276527
630196198870,750227277669,60057850
908278737671,995945274304,62932670
70563165479,414352721650,80125584
783539560829,1076483455425,121342680
408566600800,994845693006,66455744
292997094125,541022300970,65287204
280969906414,817130918457,60008659
354666468731,1097981588133,64048597
1048628935054,8774884134,64129383
965979654047,69880184805,71598150
746622957165,81440469457,128526416
479818494829,549177477920,67495048
981278483747,36534002660,75318437
516762638027,50349089621,40024765
522404213295,677154980857,38631014
1042553017411,573091808437,51393394
308068513073,290332160687,67284700
794592109132,623675535896,57620330
545019195812,747285900026,37737663
140878173473,720713533067,41465867
446673197619,552092285440,53793694
1008688972692,1099646388779,62302249
859788240720,1003346684397,61092336
873470445688,789949487926,60319101
877192639357,937444794555,54499212
476158326203,409059393107,74324564
1105029283423,270863744020,54998591
851947061766,305786073271,63205811
417168845884,1031867903099,74696031
333851904009,441694318765,58695082
1031731669733,135056627166,78414020
572067493066,437520739762,46946378
725174699347,1097577674046,51063656
543559241615,464581384659,50822819
608176957710,778127456898,49053792
474143194673,232280889334,51399853
490832211014,902793670071,53372170
850018996658,245672858378,39739997
474334530125,116339653524,48663410
543758891825,986691491295,57508106
309437137567,372388729456,39635804
960723155976,531329684599,41435358
931673979524,935184874108,49011027
547122110662,391324406540,84722888
801323178487,950790449628,51794589
4582230822,490812212078,56881062
591268925019,542962270195,38040162
453504261683,113119057693,53920214
177841343921,293185067020,104783742
129568620537,699913214244,74662327
352170549273,604053860730,75664748
588783218155,671709862211,56312283
749333377077,884914943300,51174086
66199012022,54047173332,26836051
68242159436,336787510233,41509374
398456030764,23796092408,63239437
507299917099,663130230934,76966485
1043951901771,823938046439,44734139
119452534832,972203762210,53846371
667784239584,1099092896441,56773877
540714981479,87102361723,88594906
661035771255,210722623732,76762769
160411177976,296432187668,68047726
1040807282084,934322668441,69549858
924587102523,229112757440,65579920
590484362455,304743882272,79732072
589980489000,1102294942352,65100624
32326726659,665911621736,77645074
57075340458,46587584592,113399515
497138819784,695553880575,72878042
428757728544,548365604867,76857491
1035433104228,1084949184602,76244533
838318086495,1097716860407,62940149
207150605390,133577424087,72235600
345896279946,746470321019,63408156
506525639745,392441768692,53316366
381339732613,169343953403,68447384
737027977260,558441960773,63206333
956123476780,888409136701,73442780
798022952332,961048819932,60496713
767746999271,576579268853,45617736
1074950004991,798485646449,61382782
254097412809,1033130955298,86504308
182499642091,559549633621,69768296
285066668572,373552196344,82309588
809551990565,397526903420,75412254
202058927055,657443531157,57251617
266132757697,629408929873,110912513
1086858406239,1067907945289,57540865
93665996577,230700562023,74044118
990206234079,577443646648,66848288
311804190778,880609026832,68599064
1073403249520,358703267156,67822876
32130951651,488786121096,76672792
157648648070,1019405941331,63180132
100488376413,865710280902,86781870
930698299843,1104716142058,71311359
879294505001,133910707418,62791508
262040714118,1067733305467,71545186
182018126761,766206109654,70325793
1007099819967,153729078502,60400048
862864074644,738668522615,224734979
142006471020,530167217420,90187235
85589636316,427425785524,72145843
94497245195,823929003033,74933327
561026957395,61757052149,29428212
65956092867,988125754408,51798528
55848658235,892311523785,64578237
307098986572,433531724887,51840830
622427346559,413728002733,55014645
502468481354,630604795625,39101075
670651083913,556636269517,61154761
324953954186,988974846692,58773770
228505381037,692276161405,43389335
645926003031,323044867476,54407767
785828082717,801485550879,68961207
1082506948311,490119196304,82602155
783715847565,485935135045,50108431
142845265132,449876224828,32650959
1057095043042,874194145983,41587046
159348562125,494169263232,47066779
632527771987,897481243698,47340417
1074163983497,316729166137,46558196
65611003111,354295842377,36070569
317323364388,766983771266,33292264
483824842225,309608444461,52247116
607655397255,1017323126775,68228381
529818354802,958290627659,71436720
169434542937,328704485943,45402691
358638610172,1099299009615,54403671
321178463057,232764827290,52402604
622910808934,268087036882,42653524
60503755931,580165716329,42279089
879211400883,1036206675805,54990837
216736434017,1021939132527,36387430
1078824307513,399774812306,58730528
119402122137,4394208261,56060750
451814485298,827909514397,49250575
744765599630,1093469125674,43009677
1023905692552,500384915185,44108061
828897326448,386268018088,54490352
1088491007056,239925925129,54277187
798021858085,166561721317,67963547
1016490462313,643967614837,75321555
374382093923,903139790040,88126974
51637825499,811055124577,83545652
498028287052,92917364341,78585050
88403647275,190452978133,73151191
988650291639,891502029022,208053523
966236072656,1077825616369,57736618
1029676566609,436970089284,59872020
621503062700,781207128512,71930435
1100992661368,403461148708,117230527
918086742693,839082135315,67175396
270487362354,1063174992152,59623265
424798398804,130693856713,80691996
166284659733,568736422890,65609143
1098326739674,583144340307,60320907
399242701021,8514587692,56761045
905538558240,538284671915,74094348
592381388994,42691421628,63229291
610450536065,139570719782,62722362
170710382315,679476510852,63960162
65027510296,1010341074939,65403969
1010390723793,893536192862,58594042
947765447102,336065402024,64862811
902953740947,525337908294,75720310
627903860088,584871126692,73786910
809392240020,251851491989,66338230
375393513964,46148440100,63746022
1001882766788,694999649765,67579858
228055221816,950496964889,85213100
846501831816,896732097889,119797822
380795702642,743815995777,132128443
721283723560,136416772827,73136647
959140588730,1085923497017,45153512
925800280435,224248302625,43738383
607204602659,192534837703,41416504
360105165321,280209300249,52742676
239525398846,1069166483288,46794651
1052385540559,775681207385,46424225
1011950847773,1088579413216,61894588
482536245407,502457535603,48700227
649403017767,398750738097,62541189
112223284320,92945733362,44330240
198639485402,428519048007,58863178
812877749463,133863227539,69366739
968206732128,1041540389888,50646286
884213593055,421683871626,47285281
1053706344971,723518656104,44867487
760095383847,854828273292,58571751
985974502569,951702585944,48596209
440490059931,56884795728,87081693
914245058473,250548525108,83922903
96298022306,636338025987,86545691
254579736678,493423251728,67768539
217454505471,490175348658,69916137
305946076801,1092669267176,83835739
751370926231,127657388801,138453627
809475342192,2703521870,90312223
825640504884,34925128477,80448592
387434352144,1061913272840,113395269
526612701970,1096687168509,95745321
558683846489,500027563593,40689907
938259937542,516552460251,53444630
651552442518,34836789435,40073967
85686058312,291423592778,49115584
541436045195,473711276245,36194484
801044241243,17393691413,37398546
512638250543,759630211538,57408345
1063702441696,481361341546,85084209
82225763232,809952577480,80107337
164708167165,903760560203,63380389
145383809153,145856199201,88062506
865316791616,917855143493,70950966
58432111202,667589247413,74002301
967675809768,478059324318,61861806
219237423058,129061676327,101419402
277903023029,741415874356,64689298
652731418016,363690822754,70376258
276965489194,989159946053,76595077
308875709732,1027671183067,76241299
448745557769,108071578630,76783263
365987843196,695076937204,64297850
139952078912,839043700358,76012932
771019954824,151605033390,75212600
431554827870,467360883775,65194094
626273052678,553547377210,66709525
126764221081,67419402500,72515719
158769704683,615339983543,59079758
908706386454,332614310379,75972180
896407973120,537993255204,63311298
66204876033,733426868689,83334449
1103854732227,18065497892,66735425
824219206504,1050199711112,76016156
1099892094415,750712075013,64681992
470342348962,802837408881,74562018
391616647515,641910692964,76672893
344698649947,1007523216855,90664414
522670636168,344692827515,47402871
242279661287,1101521716956,59686741
353711095895,327478725938,37018756
1091071104856,684609181393,53568040
178460037792,449051083844,69684107
390444107290,869879430249,106762665
205003558030,302093062210,94277185
1098226460356,201577865202,67949143
820994556594,763022721134,69009111
609137475931,175614057838,71357124
177219747551,1021589382785,74087882
690954617439,201992732355,53287057
159257858822,167222048330,64584551
717308107149,817147827411,58474669
995982793014,288423980954,71822537
923536406532,110654498620,105335422
768577774047,486923406549,120142763
681127112985,264888816938,87706158
564315480370,407591767266,85516262
245230764638,228734206774,83206273
930449511338,115478763883,65879022
190277181597,625314457368,52519788
999724217311,299109853203,71704845
488094300848,493543097480,52829417
892525849160,641086903252,54843345
836875389873,859376764835,51079565
