N,E
1109141906329,241117347287
711800061502,599104938062,33261723
416675275975,152461761524,34782209
73804943310,1016213975304,34272739
618886896884,422621262682,39417667
899851264951,496283970946,21574308
95084220870,574087057425,14146679
441143438618,4688983919,13442984
297625667137,9449125909,12333836
619582348326,747666243870,11939674
978185423302,492481659706,15527832
595821477656,1059062046512,15492200
508340805258,761692725708,15727148
119694466447,133882771079,20504095
144182006702,752791919173,27211564
408713900266,3834943539,29785123
559371338763,488574301830,26416761
504667072607,1077558396296,26712112
248532433875,443168298545,17932990
369047570634,294712600693,10821541
304209526140,87268780068,12573294
949550302159,1081422054790,18399926
462505885966,972307338473,17711134
391228549212,872922452566,18929438
623257290045,749331096433,21618964
23418122864,495885336099,23093188
467516038230,921560024883,19975989
767933159664,653921658240,23275817
131607326838,1093240428608,19556374
239214290284,99880918621,23570888
1062581865273,613921287454,19898264
634909074976,697353626760,22125969
189839658938,849783610645,21856205
656883802559,673341151897,15304524
1007724513097,439649202407,14790647
237608463044,67273881729,14970317
256009071159,400342883763,19335938
491321844548,437866239035,13663188
514370660436,898012958912,14115956
794425383766,9321897514,19282897
881563261580,534057943256,25064560
593246262202,766503445896,31943016
108135003946,629842453234,28104583
993579892448,568877934407,21793268
834154664172,923896772421,34058777
58390637627,1071140703485,34255628
838408545164,225499354104,36659504
3279826613,921169347582,35684991
974585353368,434356736057,44954878
128575580164,615040762050,42600717
528633370117,551634977499,33009293
400798009915,977002970695,30491770
616468770496,915951460235,29747793
869074163731,1109098524922,29061102
887374337423,550428343241,22939993
877886430404,279756782302,30314235
666230600693,667835087616,36632052
939986964288,900400347350,30260822
1072071918345,113300638946,32209119
262509402823,1108885905607,40858585
1107875752450,1009232991403,26499538
11904992644,31929059241,28139537
572103705846,881633526762,31320456
331202064687,237671358830,24488553
1045991102207,519313292550,31873322
191470579507,184838108896,26756876
674824961127,33562056746,25948623
535899585685,423897030851,15130931
645189915904,289090011478,27266445
913260264848,106618954611,24110795
961487109359,237382397012,31926892
814852296091,1068817232919,37447770
408667755233,959099343269,23265137
988854856808,292155288578,22996524
401288044346,772900556263,22489537
349158659256,995283593239,25804975
891718256022,129113261862,34353160
494183143692,8976022408,20840124
431259474214,418076509907,32704053
116250699222,549195959683,41455462
291226387924,498315708630,44962530
1018561501402,667870472212,33623694
1028082440804,626582424768,38668742
34310559634,878875191844,38951450
480708115768,676894437473,32206922
414941322135,176160336688,30531172
551481570590,512267931832,27722434
472934660326,40776156614,21967435
870312494851,129638271360,25190717
90240713489,964827255952,26275102
160903988510,715965006677,26861978
515050761470,371259507804,35929748
30857876598,39803447328,32369660
354386346288,757532972172,31777920
476039531011,797328133718,21212268
275431063921,826800990666,23155235
772156114370,924622823241,29463576
460870978011,189767890364,17041353
339569855676,59056022799,13553321
270825810572,526123888748,28226765
26014674025,230517371366,19071646
155702950149,882644977824,25362973
320069809436,740669688107,20208242
316276575037,189976173129,20108075
614962603137,996227368610,24876138
316127751884,420124179902,28677685
389583935622,476944091983,22416281
307132271118,271773008866,25618016
244115893126,895698877664,22130064
891902839605,413021072408,19867864
261014611225,320198161332,23140471
657848397115,630651900852,22222003
124833441447,714349381113,23110482
434702612933,650400322745,22701346
631083533986,986236237373,30302407
552883482613,239352159520,33044184
152855819149,194930837940,32993180
619202341856,32703327590,31346890
769129003696,151460174199,31348100
313894305859,266552922894,28698442
85347826378,665202134208,27592983
568324437250,633378966335,34148923
1055184578793,970536838797,38171325
519272283026,1094236222537,30186121
799970170180,518487148948,27704081
477534997549,290062392029,50853581
920165907880,891666892754,22403917
355242432020,688004808700,19289309
298335263003,1084828533783,30620472
396376869078,781245244498,31918799
784769720888,2586199720,28107449
53087888865,988980664357,28795770
735019789992,212210428762,19339534
1038017221793,881128067018,11371780
61438695649,571738727749,12260952
231120800503,778680651848,20326510
564707751262,935517984043,20052787
111917097664,984922614442,22970680
290377279964,66088103328,25216124
692956707659,888047455924,24489979
456869729779,995325288886,19347663
55953372310,826764300257,25933102
401758921200,918160002452,24691777
530258634506,974124023073,20482539
595448073483,413996881943,19623951
899507440475,823049541571,21961223
321454388200,81882573217,19285266
446188600898,706526258758,20307185
119584626854,730048467212,17093762
736437811868,567411952644,16724481
225835262510,276216886855,26385887
781973175861,669695037587,26728444
950262818681,1049777653907,23294249
920104263583,92529467945,26628198
1070776533026,811200080566,29230195
526889366212,1068279076907,31660941
180004882797,306906003543,26466403
639012379980,710620787938,22793925
788134590981,48803453610,24785602
256819316335,945283709186,32922895
615272167843,123507905542,30713648
688174787606,74918547510,34239604
470076807715,487619333354,33070304
592502480773,835360731331,27346173
103623839850,150801026301,36616924
1005511203006,72006252899,53055821
282863640438,1045245491708,31842949
233624605588,504265516916,40222514
1100167040937,571264996696,60801965
716602912343,1044478839972,50570825
324568890779,922112089472,39777691
628048079821,264952218801,31512670
616958590584,629269463061,34195526
31559001015,466618029368,33050338
352855433608,554193090294,30391746
675978633000,688336307520,36662042
486394723624,80411028685,31990768
473933986965,237483590894,34371252
245288718971,285928879160,31217268
386581789844,969772989085,28468210
498708452870,436973969498,22553396
898521830203,241973893160,19381704
744945875943,211075308527,21835993
737179697135,682601710440,24918023
997939815592,1082453936843,24056046
155720216464,654017360386,33578997
1026755867031,242338367426,34715379
169339732114,733320098382,36498183
520251150903,119314159818,42541852
594681938716,706327219576,47380936
434335699539,363663971999,32848139
911356038099,984631558950,36666569
423751697175,254607057844,34126900
1063475382582,138332463719,31744341
665723576095,564124384974,36007347
1042374336031,527732339093,25668559
569067120769,889609623871,16671729
602282662820,628940735560,25373684
1019487147552,612238060422,50935734
873524842943,48266500253,27191491
505938818411,1046508662280,18571751
405621996967,660604014234,12918643
222164231054,433155874290,34745094
856648367901,201289312107,25052636
1000130667497,1054444736750,22472371
1001571954874,1096548352423,19477530
1000929150116,86322921329,27032845
725137709888,754462969875,19331160
88928599936,557393191126,19394198
951030090619,49581258829,17670501
57062548831,251510393817,12764820
282696434698,1076914232138,14745785
611917707171,874679721498,16341916
391527011777,41296890192,18127979
14773845644,337814816629,15709993
717684598553,882483030555,17157261
936329870130,957004363111,30810146
773245758373,777805233958,22878077
526443275131,1102770123494,26935539
780795319165,740228532854,20175367
339086295207,904426925948,43123162
111499966531,435911420412,34515616
805057038738,126655112482,30945884
161717500748,402706722488,23181250
1036079512390,927571543021,16420845
960700065289,574725077408,12379579
510641564654,760592051260,14437508
339199912763,854428515401,12564684
160708655862,219576562760,27238662
948205979243,714246453152,19520020
654789845260,332364919136,31941203
973863287995,985235686557,35595961
82860902613,1074032333014,32487844
1021754438430,312419220114,43885280
80368989739,558506608900,32201550
657605027231,428773205747,45702149
499951400615,480550017219,27446052
697418081332,882910913460,32416654
121260527704,222012453996,28278782
87802835710,736620928785,16658069
895823859820,738179999234,21751559
923571729828,171167904173,27881596
663123542010,135879652369,24238471
176596023040,954083439010,24547205
439790817816,424584035921,23431041
1063212159766,691486659759,20686117
476555075472,163582717476,20869489
417756369069,233414990283,19601226
441204925681,1068327558841,22418605
758880175728,515059420616,19809118
953973183459,955808255065,20518514
146531411492,931066071901,22683163
1008137320306,224334055282,24590936
629586490429,807774940458,24424193
920041126838,522030068761,21818031
177856955886,810323422417,22163948
548059021096,1076671267558,15376568
44585920370,826027835632,18533529
760741215737,598495226563,13125699
340686813062,152550070077,10530424
673566116493,960412495927,10822815
201807863192,53859660227,12536659
585447267593,602396657631,10377859
586122563635,38263573818,12482209
779877340165,311098733452,14499826
1033780029806,322011404931,14802696
500639127085,1041189811428,12759149
22750536117,891648703715,13684889
873864360901,201547511559,19353481
88153703443,1073868167067,17568292
392236552549,931750137991,18137015
192742196244,760194940009,14676666
58504939456,46857868266,15962795
30591645396,1069484407115,13161370
856067310441,938354741900,15630572
498977606921,559869926726,17293158
111569105928,681956276782,40564661
562373163021,637269458600,23416202
352006659794,135263679435,12540264
1048936513717,531364535364,22367422
503138381649,68248132555,14299728
168375450715,159007606576,12726652
1013327666142,130118160911,18305394
758867496720,845731181252,14644505
295151276000,372742254186,17403114
721705394817,55491086194,11131840
788596079598,240005574509,11282690
284382720977,633446734219,14185737
23984258485,530595124838,14423946
1081644688783,1108580257343,11126844
76338286381,805639041113,11286916
232405337647,133215176189,13554834
829496701182,529353273007,10335658
882536608049,765649276686,13163386
1038197247558,106438991238,24391133
817492950189,474561325426,21195583
833063911758,519068811171,35934219
1090954526667,927362172280,32001588
260110675123,989748526074,12378606
898156461578,183280557254,10598360
151300133088,954000022692,13573123
127348703467,757699099531,13723537
260190531379,564124450895,47136859
721006165846,366662382695,49921960
385226376969,819974196994,31924847
1105238122571,548252962934,37555245
339465336470,5501497784,34407412
693310536197,609353902905,21185647
926257862784,120774660983,21018284
120313400743,830276680366,26001498
34324181447,1002183121181,21574054
72588644186,661943687047,24114004
120967891451,861987820187,26920340
330371043585,890760518610,24332949
770425188554,975930016495,26325904
889839667547,323362253408,24321608
167820566280,863167056958,28069296
786051315045,588074102369,23393420
148370616755,85406460429,24078409
798850039411,106737680453,23976855
532779709203,169467374455,21185389
6607371848,588469635537,25330731
700753077430,713270649943,28229871
209794768839,749364190574,20463520
440926515356,166868615942,22705379
216234784499,479750951939,19359425
777195516139,485569860754,22434241
857320342629,616378379546,19857548
560899676941,905545269163,22049908
312800884164,519272672747,23886854
127039403570,261061616574,26541905
207667344121,638630816323,25386325
689334621164,233549962041,24344525
175986499776,898523455504,39010533
1010434680829,794266096291,34300257
15572959594,187344561889,31811686
915082460719,331508680288,32037677
1004695649858,224629957205,32039102
946403595977,1058981743637,20105882
713872095246,117247625412,19849344
748476789664,33150677294,33717020
770930911935,962325509147,19890448
158485493600,739967276028,36737978
404556362484,538722018905,28469220
967209742727,990581873950,30249626
667606496955,301267645356,25441402
940666732930,964839928312,25216854
256170921806,763459506487,23174319
343978091209,1075729195446,21724659
382708929748,770633429099,19691909
547866781207,1074107779835,19486142
137021382489,754197711774,20157254
878561471578,370792954326,21400558
372576340725,416180178328,22232504
868882363298,698613059132,19419185
680299017632,858269272707,24661387
811316932844,1080561878628,19301852
826950461518,863486930151,24486408
283169640532,66882653234,19011612
697711259851,770725174060,24490877
406420820011,636121497220,19629967
766718541190,173630212476,22248012
545788034149,340812034091,24627393
485281689442,133992070600,24747106
780092979963,259959377389,22604726
387123029386,40473802280,19601704
711565030187,848270529756,19453733
526327045686,381843132584,26112525
394927637781,675245067372,22725667
601381813811,926958347792,24386946
265503379886,567311580068,15075010
569731389490,249667376907,20699307
713218490222,726089951175,23714059
440086863427,696339254327,22669644
911952291479,169954399184,35159020
473012629510,871760268238,38413108
640105671277,515830358865,31429720
409640929828,959433546708,30979485
994271706008,149071747112,29260515
444767137449,390260134031,21382591
871298727029,20955671244,24193953
953438131913,1073826830611,22207493
162105920717,180808671390,27497650
689285181959,163934734462,23603328
704855750295,1009904934282,29780455
394038072403,81957274535,31253078
6927101122,352653769833,30433659
715611859647,643972937344,24531769
159651797919,600117035295,21114268
946382405844,1074658763586,11701133
726080485061,780141498497,13460768
73291973572,1003722142655,15533522
766338319689,493073463584,24700316
979459954399,285294569209,25159460
575190043717,803415106819,25206193
850155390512,921816354250,23574726
324180371891,1014714852371,21682386
42994842563,831780093198,27391771
501006212897,392939926675,24423483
383135728125,358467381282,30473752
476946892553,592265697078,25647453
799259811113,1021901045391,27959835
553050009788,302821390331,24711703
1012105716658,6484082595,19642717
459423271377,304396844549,25925720
85572664450,1035983359481,23184984
666866059418,617264060502,19491694
736655585655,846402623399,19297886
685449439347,1098518880925,19263421
1007355078016,848298217375,25135278
345437578434,713047017360,19586370
574209584214,799094199478,22765339
217022791103,358087745998,22626062
909971718308,868763303011,26447218
685868795569,559386883201,19728402
848417834380,478477639632,21802328
270078196720,66687334045,26751305
175991028336,48853307487,25629836
1068162477792,574098874137,22007113
525901469247,701354910241,19965075
879975445536,527077860347,16049025
1002020759442,249039650386,15209081
534613270072,523621919999,11821523
133903022122,928279280628,10352952
87421356541,527331622458,12977628
29775234325,407268054061,13145327
675116005823,266809336828,16377860
997321340902,1053154555829,18950433
153042309003,585670623509,19201282
946216141123,840853125761,17791792
508152704724,761469680629,19232339
939831978138,317490886476,18010436
817538289194,977373929938,22002055
693378405252,731498104850,27189326
736616783888,401932571175,24515312
344220343785,579928818280,14670455
788092937982,1077413224830,15270279
451926130128,853562808787,22510016
964599829849,558383947667,20218428
85322339015,669491122294,22124555
841990661080,326966712685,22810007
835942016036,1075302271426,21999594
1073655103830,1088247517116,19488155
134258234353,566637323372,13183860
776565283888,826180650676,10569361
886487083123,250511335889,12422170
333843218504,1032168487165,10395371
853171206514,837035749553,15629523
764279729090,927875331358,16475829
699300372627,887077992294,28388630
1045964644483,811837970671,29830951
653255895019,592772387307,29987804
30785400349,351592925344,27613480
1049969169148,740968335055,16992271
706685282381,894693887550,14341790
169617108387,921010810939,12633428
316635500191,274804019882,16359199
575496275484,796658038204,16355952
267648550151,843244294975,16762293
1034871765548,131010519224,21975393
239004977129,556741248366,21520258
858836027589,65661695424,22354610
840649382904,188592019305,25005026
909679218784,977453422301,29840284
586263088283,253023294159,25478682
383957854245,78748188057,24565310
984563664943,258241828179,24312811
971478132089,1104184111186,24113909
965424482778,551892133645,16939929
778170253613,255830701538,15763804
134040238534,417863163956,16552466
409358538724,735451549177,28412787
1078050764763,521899631035,20351167
972878885785,1074465550387,24068893
388582078657,919606382027,22466696
665142217845,712647435179,24585530
870272024507,305293272013,19505213
363174741597,517552234283,22669041
382681751875,325259064825,21583487
91300380403,37602884884,22106975
71676157779,583162652048,19590027
725283434857,364114170821,23982584
965386080604,933000175472,26741838
908749975648,803801211875,27407015
356260735559,340763479008,25975589
230922215238,988620858162,19288435
335919067045,589096578111,21787727
155176267513,223240299796,19316793
1059650541580,893217624638,26836531
607115802751,366084325577,22677317
51819016019,893393453355,21687893
207424388384,722306404907,24473429
274975444895,566943377986,19576111
267627541612,795038985200,21759246
701131756644,752576063439,24169873
235564850620,346057040414,22121995
570157014225,123919451071,24409523
338087591256,76629220327,24942956
856264002099,208330300901,24952609
481022737136,141790705477,26871365
449824298889,828997936666,20855263
952366236501,223547496358,19299498
136834776697,564840492905,22078605
148602341338,611132582122,19754734
685127555833,477206228928,22970235
234740831276,594610105519,22273208
940165938717,1069482038060,31467103
931784098160,681454561142,95848616
577750686831,398971245689,30794526
795185287832,337159264790,38132845
292337847814,205846120873,34103090
444688868007,252401967139,27038304
773814178586,403741045581,16226735
948980047060,801917475022,14843239
173321282074,182221581904,17636310
81915772086,492561050142,17123431
209930787068,372285978374,18876573
135706244308,878997458022,21008159
917123788985,324388403891,21693193
179406217927,895675205837,22745317
231967806940,699687048805,19447140
506763284059,112461002245,22900561
1046511027155,84538129747,25409242
1055432523145,541443026862,25064301
60873478458,302548014107,24027539
988888545901,654516499697,31334961
834579705655,198511950158,28972177
979716790751,375300266746,28687955
308403697229,703941860860,28187645
713457615202,196488991310,25495821
65098980900,918879012852,38331050
846142527517,203603568583,27881500
227941282325,82893409347,34478350
384055440781,114726857207,24989412
661564073594,94300007198,33457388
448390376291,971891455161,33359611
24957365157,420933376161,34995701
1012652904391,285123401987,33556417
282603747099,421512309591,30721216
136643971546,42301887064,33284528
1103955260239,334360678181,33806006
935867996792,796035218294,34427566
462996269882,1073120678495,37948267
680922770183,1102761354896,30721202
742728061730,608789762717,33067417
764138591915,569733622148,27272919
776881005844,1059195627035,19600876
1085113561177,82111272595,25337271
1049529743596,1095602267899,21969491
564026359602,5412440961,21824809
975506445247,723346415908,22315881
399382591432,506290639950,19759742
173977497655,614394184561,19579001
78114282361,274268549716,25518976
830209080965,665382580320,22296589
149254013862,744968646455,26073633
205956529512,877913117291,19765364
283665546452,321788056333,38827820
517592262590,293878834346,35561878
1076298616587,888311007887,40698960
535714074899,1066522567627,35793682
1102425855499,879024792121,31642027
295970614739,971479819595,33483506
937527190366,418144359859,28056459
69184727671,755133349732,19377389
627733433145,110809011611,22406198
1097065824539,553102986711,25105027
340640814234,153924690090,34294120
940108844389,475489342603,36137624
457355987805,428979505842,35617569
122265637506,261103291265,30813617
719396814215,674938897956,39968449
654451864771,391737195068,33587755
641952592359,969618529549,40205262
708010244249,136180169737,57250767
828925367066,48966520954,73751023
670743195135,644343950596,33751787
513010032885,993444833429,41337147
711897257210,592586137027,90846521
596049204481,943057841527,34250881
15442307027,523765290123,31551740
774941450653,747733547093,27709082
858190996568,180031676107,14877598
818216542040,480701418292,11381880
524987840655,218342298673,33887528
201559209557,502118412053,26094748
850529109920,957509870233,21665016
301988485398,162168585337,21923075
190447636706,953647174833,19658168
313845890735,705337185037,22160936
100678704122,908639993446,24332097
243177491561,4774404726,24346023
38477146094,607084728059,22735055
583317860052,863091080714,22393428
462579067925,1096649227588,19438365
116557057314,346582796670,22595676
19157260574,621311593317,24698694
172977293419,32249396688,19960409
910049454474,266748038146,21773161
742449224814,1036458422380,25165790
87421085528,1082176504744,20167370
571249624736,390938101475,18916233
572114353796,228176144572,19615524
573147589252,498582666305,20731548
415520552724,364103563665,22167075
284582553060,658206849357,27355903
339157771873,1056805730359,23145093
476752657837,926542008574,24647191
148028124202,1106687455776,25925730
10672981560,809705342960,19678331
316977535920,1042337210875,36062241
258104976999,251990848856,28698799
972368164756,1037993669977,25400464
77748434520,326631610024,25713017
182235459405,1051366941171,24976774
499095036973,616065383241,21787359
87835300605,641054465677,31509152
659335534956,828800102684,31462288
663960784611,796147201717,93364693
278499028802,570401267226,35419036
653424138296,118187709481,38132183
384872755493,647240927031,45087349
39291031377,996822581959,38218666
352372743690,122809566380,41525029
907526390355,294988889692,32343514
619543630887,276738005485,35965875
47842372304,239207489289,45921931
1027892827448,378422007976,32225784
997234922418,164927642641,21826276
599859003645,279163073072,15432615
456168676900,339554722787,12940808
217013957740,1084946405176,25563107
810043240196,87960276848,27403452
72374466768,503626665986,27274692
519496841616,685836507591,32218564
584397573897,943640326101,41099466
263103232720,102006012322,34202204
118182660098,177003302428,29053070
1001870542388,240758955003,24239869
652372729108,41510175329,27722768
992631448227,80969796979,35294281
721105190293,678246813462,33027330
85708504008,945623519466,45285592
219826642182,983549041327,23861547
541328439931,314899658199,54234554
877773273043,210735038859,39316000
362610021895,14425026105,36146317
212327300543,697484693619,22621411
140711916670,427693103768,29764048
1039281637577,214817106267,23128864
1070850204027,524781414704,25799135
248867059105,462785087419,29381590
421651031574,363097448256,19401272
468373951224,765013392125,28995464
420327166911,417026719635,28187013
449694506693,700922752663,25015406
1098288915086,752030935180,28209588
53880943056,977819951109,24847153
676597950038,777452554397,18131096
342938151212,118168142480,13645367
612727353657,1048946689696,24243663
103378464134,85905184981,23386726
239937421545,429362615457,19246269
34293619008,718649977334,41088782
546261520749,744634236393,29704570
8519501455,36755931153,20452996
677292864393,631344031700,28920756
331109550945,629900143485,20511438
468764192012,496216842017,22631832
333315518229,1045738181365,13934298
502860655904,358245894925,15068383
638258443949,308016969429,23962607
985889880720,196373810199,26537808
143083731851,692767763763,24376068
245692066451,695981825643,33961575
355037945563,648193750031,25155403
464754281176,377130995425,25369306
107551476519,260639729781,27687857
979230575742,992831081291,24953391
303961397480,938220329563,32673490
598344223973,241049441844,58986190
247783082838,18844967544,48662846
387514027448,768975329449,64036556
926851754229,606477060643,50073504
818019643371,686170276005,34833515
38260550486,656710095559,34220185
441969526673,738648365705,39736890
842699180823,669320649731,20950617
782075030370,46668338639,26099610
166807506859,255705768018,32545155
68894852862,761268286821,42324091
291634549504,662516590689,25677947
43040648313,107533252539,27530558
291905178584,879128517993,36768472
908505624174,308160225016,24560113
522421357642,208692478165,36065978
90783520880,1023667543356,38757955
963706779904,217872734355,38427149
329461808262,829385657645,34883897
735378303860,142430768428,37318407
752507901453,459462376524,28803484
481052552344,484720914036,17043971
744932407832,665631363513,21726891
645288337823,300661859035,21267224
128580108527,1014359089097,19609465
945505077048,178286366052,25453997
164405849656,899370979741,19817321
733145576065,745603610338,19584359
428250854908,1002096158606,18525969
330659988750,106825627805,15763618
58490134372,44600344853,38555977
286195871336,304339734174,37487141
809358903662,710548171536,42822253
324439580299,12873125043,22415126
363274857771,337555043334,13920824
911876834316,274641087344,12819690
50940161768,434504081347,16463940
483158496048,289535092503,38074729
67597830729,123844640405,30081872
257695574925,671662045287,25680945
123734344295,120377835593,26995258
1017483159658,663054702130,29654478
376745522614,1089507157375,26924556
32057470641,55597397874,24921736
507706080295,288513995707,27893817
267677733842,18904763244,31794726
84768242406,545914919137,26129777
424406537567,514248892399,21609905
247063749770,694661059032,21025732
848371392274,463473292010,22632087
683596793,303752323551,22322950
3569652333,626412889323,23101578
860204897195,172001640654,20219371
937407896401,957146359705,20497541
745752069379,883789389352,20118962
810578902287,422475057312,23266948
164237560600,299194834813,22846663
915946783368,168947705177,23076993
270308580658,252806169206,23663971
396050021063,421539498259,25207588
61884075487,638802850172,33466332
133010049903,550012094548,20306393
164456763786,433369417145,25528450
336728578367,888480359733,22458866
924179903987,556385179525,24327804
67754757156,996860711927,22194415
729037724001,411915413252,23622314
540177508389,169499629027,20092394
429845583198,476091588802,22297706
791633096865,1019327556786,21556558
151870905252,192054781867,23564148
1039657616307,776410204826,42160151
135587382742,269330520151,45671457
416616948782,176080264239,120307529
947368111860,658023426987,41971046
1018433227987,1021519290884,42487975
987947349423,725063673211,36172705
236771419240,1088471893916,24495041
1027682989219,681919476090,18168034
1055678635542,1101572069013,12860990
332252658291,322276906014,12527406
628250408003,311573975882,11829851
380724053324,963351158589,19495284
900559989990,764171613096,25051934
92318406837,519399904851,21652043
920136948896,725807214942,52193949
1027994128405,580164089447,44031115
53308299581,304483771133,35993863
295728156849,945587947154,34895687
451953144815,958110678054,21867109
24417533323,60478686999,19533708
767327926031,894901255297,27027003
91367826922,27237716301,22689204
947453045912,780277137000,20033033
432898075937,741649221684,15658197
1085241111785,943894073991,13696623
849390312235,158857165723,12845014
449069530002,951165141529,10244194
818079304462,884869125401,13039453
150763102847,364148766081,14120499
779921660545,658580049651,14419253
518904741821,584125399913,13799082
68742887116,892818207341,40851384
640597110404,1035174383522,35428735
387593976479,839939509058,34968910
103723835648,29557858731,27409379
55657992832,506015124415,19886878
488751659201,340627497072,17706502
60314610548,688577557415,27262570
97643282176,1050124842454,29024685
762925359774,381577159777,20930825
363296470474,515031518967,23687974
583170574804,316571502592,18892407
1016759815065,625343658016,29485222
56780570402,868951028662,19718806
757246129696,1054483074763,22486035
1020636027202,776809836176,56022826
578698439621,480063716267,13798544
1049058033271,1007477061710,14794082
61374973141,1076048121796,10877360
541339540194,514916767564,13583388
333473945953,550130341971,21772730
940415556652,1013879863210,17298813
8732809284,1079721791111,15670613
465872011765,553729698324,14439765
631359244139,232430396451,13739588
1002624085709,628681681926,14268173
110251912586,1018920583339,13600129
107931964796,595869476221,43870005
529636622751,127280942064,41812761
463675098857,252310463734,34845924
410183728886,847100300535,22512453
747305134406,485439132461,13278351
899483525821,513004805961,167166614
32414131138,223042103569,41254143
315188349006,6747008943,39072191
831745393608,769375790080,46480122
722066022362,178432233276,173743654
850002932356,302674365570,47112081
446486955822,1428072137,103786617
79069266746,780283833693,69134787
1070439641606,150228965633,39405146
672354927283,822181671746,35692592
771530823885,367435281134,37422559
570017007976,894779728200,19694300
61386367845,999799325187,19653679
553424374763,905941496511,29193415
101061673939,544986131074,37246630
829605183562,604484373005,44533417
1102089958049,994587955402,40424087
1055860275097,1099659848627,41994489
902795435896,575673188461,118407901
600303424776,934271268864,42568983
899827379535,830820503433,47158152
89281787405,760066734345,30817398
59168407872,423674292861,28195853
145269400668,1021165041528,31518970
831662411071,267324367774,106529097
1033857930506,996831906962,40425088
246344546489,569842736898,142879226
929301486314,32753672462,34666831
605968329306,226640507789,35148912
512730500381,388696795220,72128157
810850867913,925781828279,43136368
913162928960,66612167811,47401059
861996193837,178055173174,34438717
1091193687504,1075230163048,42286999
